SMILES,rate of thermal isomerisation from Z-E in s-1,Solvent used for thermal isomerisation rates,Z PhotoStationaryState,E PhotoStationaryState,E isomer pi-pi* wavelength in nm,Extinction,E isomer n-pi* wavelength in nm,Extinction coefficient in M-1 cm-1,Z isomer pi-pi* wavelength in nm,Extinction.1,Z isomer n-pi* wavelength in nm,Extinction coefficient in M-1 cm-1.1,Wiberg index,E-Z irradiation wavelength in nm,Z-E irradiation wavelength,Irradiation solvent,PBE0 DFT E isomer pi-pi* wavelength in nm,PBE0 DFT E isomer n-pi* wavelength in nm,PBE0 DFT Z isomer pi-pi* wavelength in nm,PBE0 DFT Z isomer n-pi* wavelength in nm,TPSSh/6-31G** DFT E isomer pi-pi* wavelength in nm,TPSSh/6-31G** DFT E isomer n-pi* wavelength in nm,TPSSh/6-31G** DFT Z isomer pi-pi* wavelength in nm,TPSSh/6-31G** DFT Z isomer n-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT E isomer pi-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT E isomer n-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT Z isomer pi-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT Z isomer n-pi* wavelength in nm
BrC1=CC=C(/N=N/C2=CC=C(Br)C=C2)C=C1,0.0,0,0.0,0.0,324.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,366.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,441.0,0.0,0.0
ClC1=CC=C(/N=N/C2=CC=C(Cl)C=C2)C=C1,0.0,0,0.0,0.0,331.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,358.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,450.0,0.0,0.0
FC(F)(F)C1=CC=C(/N=N/C2=CC=C(C(F)(F)F)C=C2)C=C1,0.0,0,0.0,0.0,313.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,335.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,461.0,0.0,0.0
FC1=CC=C(/N=N/C2=CC=C(F)C=C2)C=C1,0.0,0,0.0,0.0,325.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,349.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,431.0,0.0,0.0
CC1=CC=C(/N=N/C2=CC=C(C)C=C2)C=C1,0.0,0,0.0,0.0,326.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,351.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,444.0,0.0,0.0
CC1=C(/N=N/C2=CC=CC=C2)C(C)=CC(C)=C1,0.0,0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0
CC1=C(/N=N/C2=CC=CC(C)=C2C)C=CC=C1C,0.0,0,0.0,0.0,332.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,342.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,471.0,0.0,0.0
CC1=C(/N=N/C2=CC=C(C)C=C2C)C=CC(C)=C1,0.0,0,0.0,0.0,346.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,374.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,474.0,0.0,0.0
CC1=C(/N=N/C2=CC(C)=CC=C2C)C=C(C)C=C1,0.0,0,0.0,0.0,336.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,370.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,483.0,0.0,0.0
CC1=CC(/N=N/C2=CC(C)=C(C)C=C2)=CC=C1C,0.0,0,0.0,0.0,333.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,356.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,445.0,0.0,0.0
CC1=C(Cl)C=CC=C1/N=N/C2=C(C)C(Cl)=CC=C2,0.0,0,0.0,0.0,329.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,341.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,471.0,0.0,0.0
CC1=CC(Cl)=CC=C1/N=N/C2=C(C)C=C(Cl)C=C2,0.0,0,0.0,0.0,346.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,379.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,481.0,0.0,0.0
BrC1=CC(Br)=CC(Br)=C1/N=N/C2=C(Br)C=C(Br)C=C2Br,0.0,0,0.0,0.0,302.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,328.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,492.0,0.0,0.0
CC1=CC(C)=CC(C)=C1/N=N/C2=C(C)C=C(C)C=C2C,0.0,0,0.0,0.0,325.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,344.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,479.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=CC=C2,0.0,0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0
CN(C)C(C=C1)=CC=C1/N=N/C2=C(C(O)=O)C=CC=C2,0.0,0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MeOH,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0
NC1=C(/N=N/C2=CC=CC=C2)C=CC(N)=C1,0.0,0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0
O=[N+]([O-])C1=C(/N=N/C2=C([N+]([O-])=O)C=CC=C2)C=CC=C1,0.0,0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Chl,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0
OC(C=C(O)C=C1)=C1/N=N/C2=CC=CC=C2,0.0,0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MeOH,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0
OC(C=CC(C)=C1)=C1/N=N/C2=CC=CC=C2,0.0,0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Benz,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0
CCN(CC)C1=CC=C(/N=N/C2=CC(C#N)=CC=C2)C=C1,0.0,0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0
O=[N+]([O-])C1=CC=CC(/N=N/C2=CC([N+]([O-])=O)=CC=C2)=C1,0.0,0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Chl,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0
BrC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,0.0,0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0
ClC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,0.0,0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0
CN(C)C1=CC=C(/N=N/C2=CC=C(C(F)(F)F)C=C2)C=C1,0.0,0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0
CCN(CC)C1=CC=C(/N=N/C2=CC=C(C#N)C=C2)C=C1,0.0,0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0
CN(C)C1=CC=C(/N=N/C2=CC=C(C(OC)=O)C=C2)C=C1,0.0,0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0
FC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,0.0,0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0
CC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,0.0,0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0
CC(C=C1)=CC=C1/N=N/C2=CC=C(N(CC)CC)C=C2,0.0,0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0
CCN(CC)C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,0.0,0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0
NC1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,0.0,0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0
CN(C)C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,0.0,0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,0.0,0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0
O=[N+]([O-])C1=CC=C(/N=N/C2=CC=C(NCCC#N)C=C2)C=C1,0.0,0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MeOH,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0
OCCNC(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,0.0,0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0
NC1=CC=C(/N=N/C2=CC=C(N(C)C)C=C2)C=C1,0.0,0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0
NC1=CC=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=C1,0.0,0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,0.0,0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=CC=C2[N+]([O-])=O,0.0,0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=CC([N+]([O-])=O)=C2,0.0,0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,0.0,0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0
O=[N+]([O-])C(C=C1)=CC=C1/N=N/C2=CC=C(NC3=CC=CC=C3)C=C2,0.0,0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Wat,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0
O=[N+]([O-])C1=CC=C(/N=N/C2=CC=C(C=C2)[N+]([O-])=O)C=C1,0.0,0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Chl,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0
OC1=CC=C(/N=N/C2=CC=C(C=C2)[N+]([O-])=O)C=C1,0.0,0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0
OC1=CC=C(/N=N/C2=CC=C(C=C2)O)C=C1,0.0,0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0
CC1=C(/N=N/C2=C(C)C=C(C=C2)N(C)C)C=CC=C1,0.0,0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0
OC1=C(/N=N/C2=CC(C)=CC(C)=C2)C=CC=C1,0.0,0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0
OC1=C(/N=N/C2=CC=C(NC(C)=O)C=C2)C=C(C)C=C1,0.0,0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Wat,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0
OC1=C(C(O)=O)C=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=C1,0.0,0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MeOH,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0
OC(C=C1)=CC=C1/N=N/C2=CC(C)=CC(C)=C2,0.0,0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=C(C#N)C=C2,0.0,0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=CC(C#N)=C2,0.0,0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=CC=C2C#N,0.0,0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC(C#N)=C(C#N)C=C2,0.0,0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC(C#N)=CC(C#N)=C2,0.0,0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0
OC1=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=CC(O)=C1,0.0,0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MeOH,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC(Cl)=C1,0.0,0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC([N+]([O-])=O)=C1,0.0,0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=C([N+]([O-])=O)C=C1,0.0,0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC(C)=C1,0.0,0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0
CC1=CC(N(CC)CC)=CC=C1/N=N/C2=C(C#N)C=C(C#N)C=C2C#N,0.0,0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0
OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1/N=N/C2=C(O)C=CC(C)=C2,0.0,0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Wat,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0
OC(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=C1/N=N/C2=CC(C)=CC(NC(C)=O)=C2O,0.0,0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Wat,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0
OC(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=C1/N=N/C2=CC(Cl)=C(N)C=C2N,0.0,0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Wat,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0
CC1=C([N+]([O-])=O)C(C)=CC(/N=N/C2=CC(C)=C(N(C)C)C(C)=C2)=C1,0.0,0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0
[H]C1=C(N2CCOCC2)C=CC(/N=N/C3=CC=C(N4CCOCC4)C([H])=C3)=C1,0.0,0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C5=C(N6CCCCC6)C=CC(/N=N/C7=CC=C(N8CCCCC8)C([H])=C7)=C5,0.0,0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C9=C(N%10CCCC%10)C=CC(/N=N/C%11=CC=C(N%12CCCC%12)C([H])=C%11)=C9,0.0,0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC%13=C(N%14CCCC%14)C=CC(/N=N/C%15=CC=C(N%16CCCC%16)C(C)=C%15)=C%13,0.0,0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC%17=CC(/N=N/C%18=CC(OC)=C(N%19CCCC%19)C=C%18)=CC=C%17N%20CCCC%20,0.0,0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(C=C%21)=CC=C%21/N=N/C%22=CC=C(N%23CCOCC%23)C([H])=C%22,0.0,0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(C=C%24)=CC=C%24/N=N/C%25=CC=C(N%26CCCCC%26)C([H])=C%25,0.0,0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(C=C%27)=CC=C%27/N=N/C%28=CC=C(N%29CCOCC%29)C(C)=C%28,0.0,0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(C=C%30)=CC=C%30/N=N/C%31=CC=C(N%32CCOCC%32)C(OC)=C%31,0.0,0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Alk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C1=CC([N+]([O-])=O)=CC([H])=C1/N=N/C2=CC([H])=C(C=C2OC)N(CC)CC,0.0,0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1=C(OC)C=C(/N=N/C2=C([H])C=C([N+]([O-])=O)C=C2[H])C([H])=C1,0.0,0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,EtOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C1=CC([N+]([O-])=O)=CC([H])=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,0.0,0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C1=CC([N+]([O-])=O)=CC(Cl)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,0.0,0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,0.0,0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H]C1=CC([N+]([O-])=O)=CC(C#N)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,0.0,0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,0.0,0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
